Date,Configuration,Customer Postcode,Store Postcode,Retail Price
14Dec2008 11:37:48,543,SE11,SE1,720
14Dec2008 11:41:24,724,EC2M,E2,530
14Dec2008 11:42:13,335,SW3,SW1V,590
14Dec2008 11:43:23,607,W3,W10,585
14Dec2008 11:44:08,636,W10,SW1P,315
14Dec2008 11:44:47,723,CR7,CR7,406
14Dec2008 11:45:05,857,EC1M,E2,750
14Dec2008 11:45:43,798,SE26,SW12,575
14Dec2008 11:47:02,209,SW1X,SW1P,248.5
14Dec2008 11:48:37,353,W1S,NW5,435
14Dec2008 11:49:11,680,N3,NW5,710
14Dec2008 11:52:13,476,WC2E,SW1P,322
14Dec2008 11:52:27,821,EC1A,E2,780
14Dec2008 11:54:01,774,SE1,SW1P,399
14Dec2008 11:57:07,690,SW1X,SW1V,615
14Dec2008 11:57:11,56,W1H,SW1P,266
14Dec2008 11:57:16,538,E2,SE8,550
14Dec2008 11:57:29,730,EC4R,SE1,470
14Dec2008 11:59:10,88,SW1Y,SE1,480
14Dec2008 11:59:28,594,SE1,SW1P,304.5
14Dec2008 11:59:53,471,E6,E2,610
14Dec2008 11:59:55,216,W1B,SW1V,425
14Dec2008 12:00:25,419,EC3M,SE1,710
14Dec2008 12:00:44,799,WC1N,NW5,685
14Dec2008 12:00:54,56,N1,SE1,380
14Dec2008 12:01:16,722,W1G,NW5,490
14Dec2008 12:02:28,84,CR7,SW12,400
14Dec2008 12:02:48,643,W1H,SW1V,545
14Dec2008 12:03:31,646,E6,SE8,515
14Dec2008 12:03:56,401,EC3A,E2,645
14Dec2008 12:03:57,189,E1W,E2,450
14Dec2008 12:04:06,48,W1M,SW1P,308
14Dec2008 12:04:34,130,SE26,CR7,364
14Dec2008 12:05:03,505,EC4V,SW1V,465
14Dec2008 12:08:04,98,W1S,SW1V,470
14Dec2008 12:08:35,351,E1,E2,510
14Dec2008 12:09:09,812,EC2N,SE1,580
14Dec2008 12:09:52,638,E1,E2,470
14Dec2008 12:10:05,644,CR0,CR7,346.5
14Dec2008 12:10:56,738,WC2H,NW5,515
14Dec2008 12:11:15,225,SW11,SW18,430
14Dec2008 12:12:31,492,EC2M,E2,430
14Dec2008 12:14:20,323,CR0,SW12,530
14Dec2008 12:14:36,548,W2,SW1V,635
14Dec2008 12:15:07,567,EC4Y,SE1,790
14Dec2008 12:15:50,247,SE11,SE1,660
14Dec2008 12:17:24,53,W1T,SW1V,370
14Dec2008 12:17:31,608,W1G,SW1V,535
14Dec2008 12:17:44,480,W1S,NW5,540
14Dec2008 12:18:27,345,SE3,SE8,390
14Dec2008 12:18:55,80,N5,N17,385
14Dec2008 12:19:37,311,WC1E,SW1P,392
14Dec2008 12:20:10,714,WC1V,SE1,620
14Dec2008 12:21:27,103,EC3V,SW1P,448
14Dec2008 12:22:27,17,RM10,SE8,340
14Dec2008 12:23:03,783,SW15,W4,462
14Dec2008 12:23:55,134,CR7,SW12,580
14Dec2008 12:25:13,650,W1T,NW5,435
14Dec2008 12:25:15,454,SW19,SW18,475
14Dec2008 12:25:55,315,N5,N17,460
14Dec2008 12:26:27,735,SE1,SW1V,640
14Dec2008 12:26:56,489,CR0,SW12,440
14Dec2008 12:28:57,734,E15,E7,371
14Dec2008 12:30:28,488,EC4V,SE1,530
14Dec2008 12:30:35,411,N1,NW5,665
14Dec2008 12:31:29,201,SE23,CR7,217
14Dec2008 12:34:27,464,EC3V,SE1,515
14Dec2008 12:34:35,354,SE25,CR7,269.5
14Dec2008 12:34:47,638,W1W,NW5,470
14Dec2008 12:35:08,815,WC2H,SW1V,710
14Dec2008 12:37:44,244,W1J,SW1P,371
14Dec2008 12:37:56,622,EC1A,E2,500
14Dec2008 12:38:43,524,EC4M,SW1P,336
14Dec2008 12:38:58,484,NW1,NW5,450
14Dec2008 12:39:23,761,E2,NW5,570
14Dec2008 12:39:26,596,SE1,SW1P,332.5
14Dec2008 12:41:19,48,TW10,SW18,440
14Dec2008 12:42:02,159,SE26,SE8,435
14Dec2008 12:42:06,151,EC1M,SE1,455
14Dec2008 12:42:51,310,WC2B,SW1V,450
14Dec2008 12:43:07,541,W11,SW1V,660
14Dec2008 12:44:25,845,WC2R,SW1P,549.5
14Dec2008 12:47:51,708,W1G,SW1P,476
14Dec2008 12:47:51,169,EC4V,SW1P,238
14Dec2008 12:48:22,237,W1G,SW1V,470
14Dec2008 12:48:25,575,N1,SW1P,539
14Dec2008 12:49:11,190,N1,NW5,400
14Dec2008 12:49:49,486,CR7,SW18,470
14Dec2008 12:50:45,360,SE26,SW12,505
14Dec2008 12:53:58,404,W1T,SW1V,635
14Dec2008 12:56:59,496,E13,E7,357
14Dec2008 12:57:14,470,SE8,E2,500
14Dec2008 12:57:18,255,W1B,SW1P,448
14Dec2008 12:57:53,94,EC4M,SW1P,280
14Dec2008 12:58:23,89,N6,NW5,390
14Dec2008 12:58:28,815,E14,E2,710
14Dec2008 13:00:25,114,N1,E2,495
14Dec2008 13:01:33,419,EC4R,E2,710
14Dec2008 13:01:57,820,E1,SE1,710
14Dec2008 13:03:00,378,W7,W4,308
14Dec2008 13:03:57,834,WC2E,SW1V,695
14Dec2008 13:04:24,455,N3,NW5,585
14Dec2008 13:04:33,681,W1S,SW1P,434
14Dec2008 13:06:19,643,SW4,SW12,545
14Dec2008 13:06:33,124,RM10,SE8,515
14Dec2008 13:06:39,615,SE25,CR7,441
14Dec2008 13:06:55,785,W12,W10,585
14Dec2008 13:08:12,197,EC1A,SW1P,273
14Dec2008 13:08:41,758,EC4A,SW1P,420
14Dec2008 13:08:52,70,EC1A,E2,345
14Dec2008 13:09:44,778,N7,NW5,490
14Dec2008 13:10:15,364,EC2A,SW1P,283.5
14Dec2008 13:10:26,218,SE25,SE8,285
14Dec2008 13:11:05,194,N1,SW1V,280
14Dec2008 13:11:25,77,SE24,SW1V,375
14Dec2008 13:13:51,59,E1,SE1,330
14Dec2008 13:13:55,200,SW3,SW18,400
14Dec2008 13:14:00,445,W1H,SW1V,480
14Dec2008 13:14:05,650,N5,N17,435
14Dec2008 13:14:23,44,W1W,SW1P,252
14Dec2008 13:14:41,502,SE1,SE1,495
14Dec2008 13:14:53,746,N7,NW5,495
14Dec2008 13:16:20,532,EC1R,SW1P,427
14Dec2008 13:17:24,26,WC2H,SE1,270
14Dec2008 13:17:49,211,SE11,SW1P,276.5
14Dec2008 13:18:23,199,E2,NW5,450
14Dec2008 13:19:02,516,NW1,NW5,500
14Dec2008 13:19:13,723,SE20,SE8,580
14Dec2008 13:19:52,595,SW17,SW18,525
14Dec2008 13:20:02,445,EC4Y,SW1V,480
14Dec2008 13:20:03,475,EC2V,SE1,510
14Dec2008 13:20:06,437,EC1A,SW1P,350
14Dec2008 13:20:50,610,W1M,NW5,460
14Dec2008 13:21:57,259,W1J,SW1P,423.5
14Dec2008 13:22:09,264,EC2M,SE1,635
14Dec2008 13:22:54,609,W7,W10,510
14Dec2008 13:24:39,739,SW19,SW18,605
14Dec2008 13:27:16,697,WC1N,NW5,645
14Dec2008 13:28:08,526,SW12,SW12,500
14Dec2008 13:28:29,146,W1T,SW1V,285
14Dec2008 13:29:10,470,W1Y,W10,500
14Dec2008 13:29:32,623,W1F,NW5,610
14Dec2008 13:30:29,713,EC1V,SW1P,469
14Dec2008 13:31:28,797,NW3,NW5,625
14Dec2008 13:32:18,742,SW18,SW12,575
14Dec2008 13:32:39,775,E14,SE1,680
14Dec2008 13:33:42,810,W11,SW1P,378
14Dec2008 13:34:49,609,EC1R,SE1,510
14Dec2008 13:35:06,114,TW10,KT2,495
14Dec2008 13:35:16,386,IG2,E2,570
14Dec2008 13:35:46,632,SW3,SW1P,385
14Dec2008 13:36:51,283,N4,E2,610
14Dec2008 13:37:25,137,W10,SW1V,550
14Dec2008 13:39:41,313,NW1,NW5,420
14Dec2008 13:41:58,708,W9,NW5,680
14Dec2008 13:42:16,677,W1U,NW5,700
14Dec2008 13:42:26,37,EC4M,SW1P,315
14Dec2008 13:43:18,331,EC3R,SE1,510
14Dec2008 13:44:16,725,EC4A,SW1P,420
14Dec2008 13:44:20,589,E1W,SE8,500
14Dec2008 13:44:54,437,EC3R,SW1P,350
14Dec2008 13:45:31,632,SW8,SW18,550
14Dec2008 13:49:28,307,EC4V,SE1,480
14Dec2008 13:50:21,111,W1H,SW1P,434
14Dec2008 13:50:44,159,WC2E,SE1,435
14Dec2008 13:51:07,761,W1F,SW1P,399
14Dec2008 13:51:41,227,EC4Y,SW1P,329
14Dec2008 13:52:22,641,WC2B,SW1V,505
14Dec2008 13:55:31,792,NW1,SW1P,458.5
14Dec2008 13:56:17,31,SE1,SW1P,308
14Dec2008 13:56:45,402,SW1Y,SW1V,595
14Dec2008 13:58:34,492,SE19,SW12,430
14Dec2008 13:58:42,449,W12,W10,465
14Dec2008 13:58:44,581,SE1,SW1V,520
14Dec2008 14:00:01,254,N1,NW5,530
14Dec2008 14:00:22,307,EC1V,SE1,480
14Dec2008 14:01:26,67,E1,E2,375
14Dec2008 14:02:00,605,W1B,SW1P,367.5
14Dec2008 14:02:05,54,W1P,SW1P,224
14Dec2008 14:04:10,297,KT4,KT2,395
14Dec2008 14:04:10,598,SW6,SW12,495
14Dec2008 14:04:32,310,WC1A,SW1V,450
14Dec2008 14:06:02,754,EC4A,SW1V,540
14Dec2008 14:06:28,618,N1,E2,440
14Dec2008 14:06:29,538,N1,E2,550
14Dec2008 14:07:26,376,SW8,SW1P,406
14Dec2008 14:08:15,63,KT1,KT2,410
14Dec2008 14:09:22,379,W1U,NW5,530
14Dec2008 14:10:49,653,W1V,SW1P,381.5
14Dec2008 14:10:56,599,E1,E2,605
14Dec2008 14:11:09,371,N20,NW5,550
14Dec2008 14:11:15,149,E14,E2,395
14Dec2008 14:11:46,107,EC4Y,SE1,540
14Dec2008 14:12:20,35,W1J,NW5,430
14Dec2008 14:12:54,309,CR0,SW18,500
14Dec2008 14:12:54,386,EC2V,SE1,570
14Dec2008 14:13:28,409,N1,SW1P,437.5
14Dec2008 14:13:36,526,SW16,CR7,350
14Dec2008 14:13:46,551,SE25,SW12,765
14Dec2008 14:14:33,639,N19,N17,580
14Dec2008 14:15:32,619,W1W,SW1V,530
14Dec2008 14:15:53,243,SE24,SE1,580
14Dec2008 14:16:13,66,W1T,SW1V,285
14Dec2008 14:16:17,594,NW3,N3,304.5
14Dec2008 14:16:30,708,CR0,SW18,680
14Dec2008 14:18:18,665,KT2,SW18,510
14Dec2008 14:18:24,475,W1H,W10,510
14Dec2008 14:18:25,285,W1T,SW1V,630
14Dec2008 14:19:40,748,E14,E2,535
14Dec2008 14:19:44,267,KT7,KT2,585
14Dec2008 14:20:46,487,N1,SE1,580
14Dec2008 14:21:14,524,SW4,SW12,480
14Dec2008 14:22:20,37,W1S,NW5,450
14Dec2008 14:22:53,297,EC1M,NW5,395
14Dec2008 14:23:01,617,SE1,SW1P,343
14Dec2008 14:24:22,770,NW1,NW5,510
14Dec2008 14:24:36,61,NW6,SW1P,245
14Dec2008 14:26:12,598,SW1V,SW1V,495
14Dec2008 14:28:17,238,W1T,SW1P,294
14Dec2008 14:28:46,390,W1D,SW1P,441
14Dec2008 14:30:17,310,N4,E2,450
14Dec2008 14:31:18,669,SE23,SE8,570
14Dec2008 14:31:34,125,WC2R,SW1V,585
14Dec2008 14:32:53,56,SE1,SE1,380
14Dec2008 14:33:03,72,EC4V,SW1V,405
14Dec2008 14:33:37,599,WC1N,NW5,605
14Dec2008 14:36:07,478,EC3M,E2,480
14Dec2008 14:37:16,307,KT2,W4,336
14Dec2008 14:38:28,249,N1,SE1,520
14Dec2008 14:38:57,507,W1K,SW1P,353.5
14Dec2008 14:39:02,796,EC3R,SW1P,388.5
14Dec2008 14:39:36,111,E3,SE1,620
14Dec2008 14:40:02,112,NW6,W10,570
14Dec2008 14:40:11,481,IG2,E7,322
14Dec2008 14:41:45,774,WC1X,NW5,570
14Dec2008 14:42:07,399,WC1N,SW1P,504
14Dec2008 14:43:25,506,N20,NW5,415
14Dec2008 14:43:39,483,KT4,SW18,500
14Dec2008 14:44:23,229,EC1A,SW1P,343
14Dec2008 14:45:12,502,EC1Y,SE1,495
14Dec2008 14:45:22,331,N2,NW5,510
14Dec2008 14:47:07,479,NW1,SW1P,413
14Dec2008 14:47:48,103,SE16,SE8,640
14Dec2008 14:49:29,461,N1,SW1P,353.5
14Dec2008 14:49:44,630,SE25,SW12,490
14Dec2008 14:50:31,468,E1,SW1P,336
14Dec2008 14:51:27,728,WC2N,SW1V,610
14Dec2008 14:51:50,659,E15,E2,570
14Dec2008 14:53:04,28,EC4Y,SW1P,217
14Dec2008 14:53:07,185,E13,E7,273
14Dec2008 14:53:16,167,SE10,SE1,480
14Dec2008 14:55:18,633,SE14,E2,460
14Dec2008 14:55:23,71,SE1,SW1P,318.5
14Dec2008 14:55:51,635,WC2A,SW1V,500
14Dec2008 14:56:29,580,SW1X,SW1V,450
14Dec2008 14:57:16,471,E1,SE1,610
14Dec2008 14:57:32,703,EC4M,SE1,765
14Dec2008 14:57:44,170,CR7,CR7,203
14Dec2008 14:59:00,238,EC4V,SW1P,294
14Dec2008 15:00:03,457,NW3,N3,311.5
14Dec2008 15:01:57,648,N4,E2,575
14Dec2008 15:05:14,657,SE1,SE1,530
14Dec2008 15:07:03,508,W1W,SW1P,318.5
14Dec2008 15:07:15,452,WC2E,SW1V,455
14Dec2008 15:08:32,55,W3,W10,430
14Dec2008 15:09:44,231,WC1E,NW5,550
14Dec2008 15:10:38,78,SW1X,W10,325
14Dec2008 15:14:35,660,NW1,SW1V,520
14Dec2008 15:14:44,460,E1,SW1P,304.5
14Dec2008 15:15:18,124,SE26,SW12,515
14Dec2008 15:15:18,437,E8,E2,500
14Dec2008 15:16:08,293,SE25,CR7,332.5
14Dec2008 15:17:04,706,SW1Y,SW1P,448
14Dec2008 15:19:16,623,E1,SW1P,427
14Dec2008 15:20:57,230,SW1W,SW1P,308
14Dec2008 15:22:40,742,W1P,SW1P,402.5
14Dec2008 15:25:32,10,SE19,CR7,171.5
14Dec2008 15:26:38,506,SE1,SE1,415
14Dec2008 15:26:48,21,EC3V,SW1P,280
14Dec2008 15:27:06,500,SE3,SE8,475
14Dec2008 15:27:08,634,W1D,SW1P,287
14Dec2008 15:27:10,504,SW5,W10,555
14Dec2008 15:28:22,602,WC2R,SE1,415
14Dec2008 15:28:26,291,W1J,W10,455
14Dec2008 15:28:28,460,SE19,CR7,304.5
14Dec2008 15:28:42,552,CR7,SW12,715
14Dec2008 15:28:49,737,W12,SW18,565
14Dec2008 15:30:13,738,SE14,SE1,515
14Dec2008 15:30:24,320,EC4V,SW1P,343
14Dec2008 15:33:15,71,E6,E2,455
14Dec2008 15:34:23,507,N7,SW1P,353.5
14Dec2008 15:35:28,312,SE11,SW1P,357
14Dec2008 15:36:11,137,TW9,SW18,550
14Dec2008 15:38:36,630,E1,E2,490
14Dec2008 15:38:40,603,W1T,NW5,505
14Dec2008 15:39:18,619,SE13,SE1,530
14Dec2008 15:40:07,510,W1G,SW1V,475
14Dec2008 15:40:16,257,SE3,E2,565
14Dec2008 15:40:21,517,EC3R,SE1,570
14Dec2008 15:40:24,597,E12,E2,545
14Dec2008 15:42:57,341,TW9,SW18,470
14Dec2008 15:43:05,34,WC2N,SW1V,340
14Dec2008 15:43:15,114,WC2A,SE1,495
14Dec2008 15:43:18,628,N1,E2,470
14Dec2008 15:43:49,642,WC1X,NW5,455
14Dec2008 15:46:12,182,SE26,SW12,420
14Dec2008 15:46:39,342,N1,NW5,420
14Dec2008 15:48:27,577,KT6,KT2,460
14Dec2008 15:48:37,252,SW1Y,SW1V,510
14Dec2008 15:48:40,257,W3,SW18,565
14Dec2008 15:49:59,758,WC1A,SW1V,600
14Dec2008 15:50:30,454,NW1,SW1V,475
14Dec2008 15:50:36,661,W1H,SW1V,590
14Dec2008 15:51:46,331,W1D,SW1V,510
14Dec2008 15:52:09,75,NW5,SW1P,248.5
14Dec2008 15:52:59,506,WC1E,SW1V,415
14Dec2008 15:53:12,598,SE1,SE1,495
14Dec2008 15:53:15,321,NW1,SW1P,343
14Dec2008 15:55:45,558,WC1N,SW1P,444.5
14Dec2008 15:57:36,821,E2,SE1,780
14Dec2008 15:58:41,436,WC2B,SE1,430
14Dec2008 16:01:01,96,E15,SE8,460
14Dec2008 16:03:48,130,N7,NW5,520
14Dec2008 16:04:13,299,E12,E2,435
14Dec2008 16:04:45,521,E1,E2,490
14Dec2008 16:05:56,694,E14,SE1,675
14Dec2008 16:07:05,612,NW3,W10,500
14Dec2008 16:07:59,165,SE8,SE1,420
14Dec2008 16:08:11,436,NW3,N3,301
14Dec2008 16:08:30,270,EC1V,E2,555
14Dec2008 16:08:46,723,SE11,SE1,580
14Dec2008 16:10:26,408,W6,W10,715
14Dec2008 16:13:17,585,W1M,SW1P,308
14Dec2008 16:15:05,268,SE13,SE8,535
14Dec2008 16:15:20,208,W1H,W10,380
14Dec2008 16:15:34,467,EC1M,SW1P,371
14Dec2008 16:15:45,489,W1W,SW1P,308
14Dec2008 16:15:45,444,W1D,SW1V,410
14Dec2008 16:17:30,644,W1G,SW1P,346.5
14Dec2008 16:18:14,455,W1P,NW5,585
14Dec2008 16:18:14,348,N7,E2,380
14Dec2008 16:18:30,686,SW9,SW1P,441
14Dec2008 16:19:21,841,W1G,SW1V,725
14Dec2008 16:19:41,575,N1,NW5,770
14Dec2008 16:20:22,349,EC1R,SW1P,315
14Dec2008 16:21:09,857,KT1,KT2,750
14Dec2008 16:22:50,264,W1T,NW5,635
14Dec2008 16:23:16,219,E8,SE1,375
14Dec2008 16:23:17,330,SE26,SW12,420
14Dec2008 16:23:45,498,N16,N17,435
14Dec2008 16:23:53,620,SE19,SW12,480
14Dec2008 16:24:05,149,E1,SE1,395
14Dec2008 16:25:24,149,W1T,NW5,395
14Dec2008 16:26:14,149,SE1,E2,395
14Dec2008 16:26:19,590,SW1P,SW1P,315
14Dec2008 16:26:54,840,SW16,CR7,570.5
14Dec2008 16:27:37,625,SE15,SE1,480
14Dec2008 16:27:41,221,N1,NW5,395
14Dec2008 16:28:21,475,W1W,NW5,510
14Dec2008 16:28:48,588,EC4A,SW1V,430
14Dec2008 16:29:03,39,W1D,SW1V,510
14Dec2008 16:29:42,568,WC2H,SW1V,740
14Dec2008 16:29:53,27,E1,SW1P,252
14Dec2008 16:29:54,382,EC1A,SW1P,350
14Dec2008 16:30:28,579,E1,SE8,500
14Dec2008 16:31:36,296,E1,SE1,485
14Dec2008 16:32:12,7,E15,E2,435
14Dec2008 16:33:13,85,W1T,NW5,470
14Dec2008 16:36:41,19,NW1,SW1V,380
14Dec2008 16:37:03,709,SW1Y,SE1,750
14Dec2008 16:38:42,494,W1F,SW1V,450
14Dec2008 16:39:20,467,NW1,NW5,530
14Dec2008 16:39:21,97,W1S,SW1P,364
14Dec2008 16:39:53,840,SW8,SW1P,570.5
14Dec2008 16:40:08,858,KT1,W4,490
14Dec2008 16:40:09,182,E2,E2,420
14Dec2008 16:40:29,33,W1J,SW1V,390
14Dec2008 16:41:37,459,SE1,SE1,485
14Dec2008 16:42:57,520,EC2A,SW1P,406
14Dec2008 16:43:14,376,W1G,SW1V,580
14Dec2008 16:45:57,242,KT2,SW18,490
14Dec2008 16:46:57,464,SW8,SW1V,515
14Dec2008 16:50:05,816,SE11,SE1,660
14Dec2008 16:51:32,191,E2,E2,510
14Dec2008 16:52:57,257,E15,E2,565
14Dec2008 16:53:02,603,N19,NW5,505
14Dec2008 16:53:17,241,W6,W10,540
14Dec2008 16:54:20,449,SW2,SW18,465
14Dec2008 16:54:27,185,SE10,E2,390
14Dec2008 16:55:31,697,W1F,NW5,645
14Dec2008 16:55:37,337,W11,W10,410
14Dec2008 16:56:41,258,EC2M,E2,515
14Dec2008 16:56:48,99,N13,N17,560
14Dec2008 16:57:07,116,SW1V,SW1P,374.5
14Dec2008 16:57:08,117,IG2,E7,423.5
14Dec2008 16:57:38,667,WC2H,SW1V,550
14Dec2008 16:59:36,369,SE25,CR7,357
14Dec2008 16:59:38,786,N7,NW5,535
14Dec2008 16:59:56,795,E8,NW5,605
14Dec2008 17:00:22,93,SW1H,SW1V,450
14Dec2008 17:00:29,728,KT1,W4,427
14Dec2008 17:00:43,232,SE1,SE1,500
14Dec2008 17:01:09,392,N1,E2,690
14Dec2008 17:01:34,362,SE1,SW1V,365
14Dec2008 17:02:07,754,EC1A,SW1P,378
14Dec2008 17:02:13,682,SW1Y,SW1P,399
14Dec2008 17:02:46,700,W1D,SW1P,444.5
14Dec2008 17:03:09,461,SW1Y,SE1,505
14Dec2008 17:03:27,436,W1T,SW1P,301
14Dec2008 17:04:51,623,NW1,SW1V,610
14Dec2008 17:05:24,452,SW1Y,SW1V,455
14Dec2008 17:06:38,590,SE27,SW1V,450
14Dec2008 17:08:02,64,SW2,SW12,360
14Dec2008 17:08:43,589,SE11,SW1P,350
14Dec2008 17:08:59,152,W2,W10,405
14Dec2008 17:09:00,124,W3,SW18,515
14Dec2008 17:09:39,258,W1S,SW1P,360.5
14Dec2008 17:09:56,342,SW4,SW1V,420
14Dec2008 17:11:22,451,WC2E,SW1P,353.5
14Dec2008 17:12:18,296,EC1N,NW5,485
14Dec2008 17:14:00,183,KT2,SW18,530
14Dec2008 17:14:09,85,N2,N17,470
14Dec2008 17:14:27,339,E1,E2,450
14Dec2008 17:14:29,833,KT1,KT2,745
14Dec2008 17:14:30,432,SE1,SE1,720
14Dec2008 17:14:49,366,E2,SE1,425
14Dec2008 17:15:37,685,E13,E7,476
14Dec2008 17:17:03,672,N7,N17,580
14Dec2008 17:17:28,48,N7,NW5,440
14Dec2008 17:17:30,26,CR0,SW12,270
14Dec2008 17:17:33,72,NW6,N3,283.5
14Dec2008 17:18:41,451,E1,SE1,505
14Dec2008 17:20:18,240,W1F,NW5,480
14Dec2008 17:21:34,191,WC1X,NW5,510
14Dec2008 17:21:41,812,E15,SE8,580
14Dec2008 17:22:09,667,SW4,SW18,550
14Dec2008 17:22:30,170,E11,E2,290
14Dec2008 17:23:27,673,SW19,KT2,640
14Dec2008 17:24:25,211,W1B,NW5,395
14Dec2008 17:25:41,716,W1U,NW5,660
14Dec2008 17:28:53,454,E14,E2,475
14Dec2008 17:29:36,625,SE22,SE8,480
14Dec2008 17:30:11,606,IG2,E7,332.5
14Dec2008 17:30:23,779,EC2A,E2,580
14Dec2008 17:30:52,723,CR0,CR7,406
14Dec2008 17:31:13,518,SE23,CR7,364
14Dec2008 17:31:19,791,WC1N,SW1P,493.5
14Dec2008 17:31:48,628,N16,N17,470
14Dec2008 17:32:35,624,EC1M,SE1,560
14Dec2008 17:35:16,498,SE1,SW1P,304.5
14Dec2008 17:35:57,233,W3,SW18,410
14Dec2008 17:37:53,486,WC2B,NW5,470
14Dec2008 17:38:16,214,EC1R,SE1,365
14Dec2008 17:38:42,756,EC4M,SW1P,406
14Dec2008 17:38:58,207,EC1R,NW5,430
14Dec2008 17:40:06,151,EC1R,SE1,455
14Dec2008 17:41:19,762,SE11,SW1P,364
14Dec2008 17:41:33,628,N16,E2,470
14Dec2008 17:44:42,670,E3,E2,520
14Dec2008 17:45:20,125,SW16,CR7,409.5
14Dec2008 17:45:22,734,W12,W10,530
14Dec2008 17:47:02,156,EC2V,SE1,305
14Dec2008 17:48:06,320,W1J,SW1V,490
14Dec2008 17:50:21,600,SE19,SE8,555
14Dec2008 17:50:43,412,EC4A,SE1,615
14Dec2008 17:51:53,278,EC1R,SE1,600
14Dec2008 17:52:23,545,SW4,SW12,645
14Dec2008 17:55:05,187,W1W,SW1P,301
14Dec2008 17:56:13,214,N16,N17,365
14Dec2008 17:57:10,60,KT1,W4,196
14Dec2008 17:57:55,582,CR0,SW18,470
14Dec2008 17:57:59,338,SW1A,SE1,360
14Dec2008 17:58:07,15,SW1Y,SW1V,415
14Dec2008 17:58:12,181,E1W,SE8,470
14Dec2008 17:58:53,593,SE14,E2,485
14Dec2008 17:58:53,2,NW3,W10,265
14Dec2008 17:59:39,310,SE3,E2,450
14Dec2008 17:59:42,136,EC2M,SE1,640
14Dec2008 18:00:06,581,E9,E7,364
14Dec2008 18:00:22,557,SE26,SW12,685
14Dec2008 18:01:14,653,EC4Y,SE1,545
14Dec2008 18:02:26,590,EC4Y,SW1V,450
14Dec2008 18:03:48,650,CR0,SW12,435
14Dec2008 18:05:58,719,E1,SE1,790
14Dec2008 18:06:48,105,SW1V,SW1V,500
14Dec2008 18:08:30,319,SE25,SE8,540
14Dec2008 18:09:55,27,NW3,N3,252
14Dec2008 18:10:03,386,E12,E2,570
14Dec2008 18:10:06,258,EC4M,SW1P,360.5
14Dec2008 18:10:53,91,W1T,NW5,430
14Dec2008 18:11:11,207,W1F,NW5,430
14Dec2008 18:12:05,504,SE1,SE1,555
14Dec2008 18:12:53,517,NW5,SW1P,399
14Dec2008 18:13:21,824,E1,SE8,790
14Dec2008 18:13:32,26,NW1,NW5,270
14Dec2008 18:14:58,45,SE16,SE8,430
14Dec2008 18:15:07,735,WC2B,SW1V,640
14Dec2008 18:15:21,579,N20,NW5,500
14Dec2008 18:16:10,259,WC1B,SW1V,605
14Dec2008 18:16:10,7,SW1H,SW1P,304.5
14Dec2008 18:16:20,592,N1,SE1,510
14Dec2008 18:16:27,350,N2,N17,400
14Dec2008 18:16:54,64,E13,E2,360
14Dec2008 18:17:18,423,SW2,SW1V,790
14Dec2008 18:19:29,393,WC2H,SW1V,600
14Dec2008 18:20:13,139,SE25,SW12,590
14Dec2008 18:20:20,840,EC3R,SW1P,570.5
14Dec2008 18:20:47,410,SE1,SE1,575
14Dec2008 18:21:58,332,EC2A,SW1P,322
14Dec2008 18:22:36,243,WC2H,SW1P,406
14Dec2008 18:23:40,102,W12,W4,371
14Dec2008 18:25:13,130,E1,E2,520
14Dec2008 18:25:14,708,SW19,SW18,680
14Dec2008 18:27:49,373,SW1Y,SE1,570
14Dec2008 18:29:08,288,EC4N,SE1,640
14Dec2008 18:31:15,531,W1D,SW1P,462
14Dec2008 18:32:45,672,W1G,SW1V,580
14Dec2008 18:33:37,345,EC1M,SW1P,273
14Dec2008 18:34:09,333,NW1,SW1V,530
14Dec2008 18:34:16,163,NW1,SW1V,400
14Dec2008 18:35:26,862,SW4,SW12,760
14Dec2008 18:35:45,69,WC2E,SW1V,395
14Dec2008 18:38:58,492,TW1,KT2,430
14Dec2008 18:40:09,184,W1T,NW5,480
14Dec2008 18:41:58,798,SW3,W10,575
14Dec2008 18:42:02,123,W1K,SW1P,395.5
14Dec2008 18:42:22,494,KT7,W4,315
14Dec2008 18:42:39,285,E8,E2,630
14Dec2008 18:43:10,824,SE11,SW1P,553
14Dec2008 18:43:43,779,EC4A,SW1V,580
14Dec2008 18:43:55,195,N7,NW5,370
14Dec2008 18:43:56,84,W1K,SW1P,280
14Dec2008 18:44:35,756,EC4M,E2,580
14Dec2008 18:44:48,252,WC2E,SW1V,510
14Dec2008 18:45:20,340,SE17,SE1,400
14Dec2008 18:45:50,120,E1,E2,615
14Dec2008 18:47:50,253,E14,SE1,580
14Dec2008 18:48:00,831,SW4,SW12,820
14Dec2008 18:49:02,763,EC4A,SW1P,427
14Dec2008 18:50:21,660,SE1,SW1V,520
14Dec2008 18:51:00,363,E12,E7,318.5
14Dec2008 18:51:04,587,W1T,NW5,480
14Dec2008 18:51:18,262,EC2Y,E2,575
14Dec2008 18:52:04,120,E14,SE1,615
14Dec2008 18:52:39,860,SW1W,SW18,740
14Dec2008 18:52:54,143,EC4Y,SE1,670
14Dec2008 18:55:39,384,W1F,SW1P,392
14Dec2008 18:55:44,437,BR3,CR7,350
14Dec2008 18:55:56,418,W1W,NW5,620
14Dec2008 18:56:12,445,EC4V,SW1P,336
